,,,,,,,,,,,,,,Buy,,,,,,,,,,,,,Sell,,,,,,,,,,,
,nifty_buy1.3,nifty_buy1.5,nifty_buy1.7,nifty_buy3.3,nifty_buy3.5,nifty_buy3.7,nifty_buy5.3,nifty_buy5.5,nifty_buy5.7,nifty1,nifty3,nifty5,Close, ret1.3 , ret1.5 , ret1.7 , ret3.3 , ret3.5 , ret3.7 , ret5.3 , ret5.5 , ret5.7 ,ret1,ret3,ret5,, ret1.3 , ret1.5 , ret1.7 , ret3.3 , ret3.5 , ret3.7 , ret5.3 , ret5.5 , ret5.7 ,ret1,ret3,ret5
256,0,0,1,0,0,1,0,0,1,1,1,1,8967.05,0,0,-0.056,0,0,-0.025,0,0,-0.13,-0.056,-0.025,0,,0.059,0.059,0,0.025,0.025,0,0.149,0.149,0,,,
257,1,1,1,1,1,1,0,1,1,1,1,1,8468.8,-0.024,-0.024,-0.024,-0.101,-0.101,-0.101,0,-0.018,-0.018,-0.024,-0.101,0,,0,0,0,0,0,0,0.018,0,0,,,
258,1,1,1,1,1,1,1,1,1,1,1,1,8263.45,0.058,0.058,0.058,-0.056,-0.056,-0.056,0.046,0.046,0.046,0.058,-0.056,0,,0,0,0,0,0,0,0,0,0,,,
259,1,0,1,1,1,1,1,0,1,1,1,1,8745.45,-0.13,0,-0.13,-0.049,-0.049,-0.049,-0.01,0,-0.01,-0.13,-0.049,0,,0,0.149,0,0,0,0,0,0.01,0,,,
260,0,1,0,0,1,0,0,1,1,1,1,1,7610.25,0,0.025,0,0,0.136,0,0,0.088,0.088,0.025,0.136,0,,-0.024,0,-0.024,-0.119,0,-0.119,-0.081,0,0,,,
261,1,1,0,1,1,0,1,1,1,1,1,1,7801.05,0.066,0.066,0,0.11,0.11,0,0.102,0.102,0.102,0.066,0.11,0,,0,0,-0.062,0,0,-0.099,0,0,0,,,
262,1,1,0,1,1,0,1,1,1,1,1,1,8317.85,0.039,0.039,0,-0.004,-0.004,0,-0.008,-0.008,-0.008,0.039,-0.004,0,,0,0,-0.037,0,0,0.004,0,0,0,,,
263,0,1,0,0,1,0,0,1,1,1,1,1,8641.45,0,0.002,0,0,-0.005,0,0,-0.065,-0.065,0.002,-0.005,0,,-0.002,0,-0.002,0.005,0,0.005,0.069,0,0,,,
264,1,0,0,1,0,1,0,0,1,1,1,1,8660.25,-0.044,0,0,-0.047,0,-0.047,0,0,0.015,-0.044,-0.047,0,,0,0.046,0.046,0,0.049,0,-0.015,-0.015,0,,,
265,1,0,1,1,0,1,1,0,1,1,1,1,8281.1,0.038,0,0.038,-0.024,0,-0.024,0.056,0,0.056,0.038,-0.024,0,,0,-0.037,0,0,0.024,0,0,-0.053,0,,,
266,1,0,1,1,0,1,1,0,1,1,1,1,8597.75,-0.04,0,-0.04,0.023,0,0.023,0.06,0,0.06,-0.04,0.023,0,,0,0.042,0,0,-0.022,0,0,-0.056,0,,,
267,1,0,1,1,0,1,1,0,1,1,1,1,8253.8,-0.021,0,-0.021,0.06,0,0.06,0.09,0,0.09,-0.021,0.06,0,,0,0.021,0,0,-0.057,0,0,-0.082,0,,,
268,0,1,0,0,1,1,0,1,1,1,1,1,8083.8,0,0.088,0,0,0.127,0.127,0,0.104,0.104,0.088,0.127,0,,-0.081,0,-0.081,-0.113,0,0,-0.094,0,0,,,
269,0,1,0,0,1,0,0,1,1,1,1,1,8792.2,0,-0.005,0,0,0.023,0,0,0.023,0.023,-0.005,0.023,0,,0.005,0,0.005,-0.022,0,-0.022,-0.022,0,0,,,
270,1,0,0,1,0,0,1,0,0,1,1,1,8748.75,0.042,0,0,0.02,0,0,0.059,0,0,0.042,0.02,0,,0,-0.04,-0.04,0,-0.02,-0.02,0,-0.056,-0.056,,,
271,0,1,0,0,1,0,0,1,1,1,1,1,9111.9,0,-0.013,0,0,-0.013,0,0,0.016,0.016,-0.013,-0.013,0,,0.013,0,0.013,0.013,0,0.013,-0.016,0,0,,,
272,1,0,1,0,0,1,0,0,1,1,1,1,8993.85,-0.008,0,-0.008,0,0,0.03,0,0,-0.001,-0.008,0.03,0,,0,0.008,0,-0.029,-0.029,0,0.001,0.001,0,,,
273,1,0,1,1,0,1,0,0,1,1,1,1,8925.3,0.008,0,0.008,0.038,0,0.038,0,0,0.029,0.008,0.038,0,,0,-0.008,0,0,-0.036,0,-0.029,-0.029,0,,,
274,0,0,1,0,0,1,0,0,1,1,1,1,8992.8,0,0,0.03,0,0,-0.001,0,0,0.036,0.03,-0.001,0,,-0.03,-0.03,0,0.001,0.001,0,-0.034,-0.034,0,,,
275,1,0,1,1,0,1,1,0,1,1,1,1,9266.75,-0.001,0,-0.001,-0.009,0,-0.009,-0.012,0,-0.012,-0.001,-0.009,0,,0,0.001,0,0,0.009,0,0,0.012,0,,,
276,0,1,1,0,1,1,0,1,1,1,1,1,9261.85,0,-0.03,-0.03,0,0.006,0.006,0,0.002,0.002,-0.03,0.006,0,,0.031,0,0,-0.006,0,0,-0.002,0,0,,,
277,0,1,1,0,1,1,0,1,1,1,1,1,8981.45,0,0.023,0.023,0,0.019,0.019,0,0.044,0.044,0.023,0.019,0,,-0.022,0,0,-0.019,0,0,-0.043,0,0,,,
278,0,1,1,0,1,1,0,1,1,1,1,1,9187.3,0,0.014,0.014,0,0.01,0.01,0,0.04,0.04,0.014,0.01,0,,-0.014,0,0,-0.01,0,0,-0.038,0,0,,,
279,0,0,1,0,1,1,0,1,1,1,1,1,9313.9,0,0,-0.017,0,0.007,0.007,0,0.059,0.059,-0.017,0.007,0,,0.017,0.017,0,-0.007,0,0,-0.055,0,0,,,
280,1,1,1,1,1,1,1,1,1,1,1,1,9154.4,0.014,0.014,0.014,0.044,0.044,0.044,0.015,0.015,0.015,0.014,0.044,0,,0,0,0,0,0,0,0,0,0,,,
281,1,1,1,1,1,1,1,1,1,1,1,1,9282.3,0.011,0.011,0.011,0.062,0.062,0.062,-0.008,-0.008,-0.008,0.011,0.062,0,,0,0,0,0,0,0,0,0,0,,,
282,0,1,0,0,1,1,1,1,1,1,1,1,9380.9,0,0.018,0,0,-0.009,-0.009,-0.012,-0.012,-0.012,0.018,-0.009,0,,-0.018,0,-0.018,0.009,0,0,0,0,0,,,
283,0,1,1,0,1,1,1,1,1,1,1,1,9553.35,0,0.032,0.032,0,-0.036,-0.036,-0.037,-0.037,-0.037,0.032,-0.036,0,,-0.031,0,0,0.038,0,0,0,0,0,,,
284,1,1,1,1,1,1,1,1,1,1,1,1,9859.9,-0.057,-0.057,-0.057,-0.06,-0.06,-0.06,-0.062,-0.062,-0.062,-0.057,-0.06,0,,0,0,0,0,0,0,0,0,0,,,
285,1,1,0,1,1,1,1,1,1,1,1,1,9293.5,-0.009,-0.009,0,-0.01,-0.01,-0.01,-0.006,-0.006,-0.006,-0.009,-0.01,0,,0,0,0.01,0,0,0,0,0,0,,,
286,1,1,1,1,1,1,1,1,1,1,1,1,9205.6,0.007,0.007,0.007,0.005,0.005,0.005,-0.001,-0.001,-0.001,0.007,0.005,0,,0,0,0,0,0,0,0,0,0,,,
287,1,1,0,1,1,0,1,1,1,1,1,1,9270.9,-0.008,-0.008,0,-0.003,-0.003,0,0.012,0.012,0.012,-0.008,-0.003,0,,0,0,0.008,0,0,0.003,0,0,0,,,
288,1,1,0,1,1,1,1,1,1,1,1,1,9199.05,0.006,0.006,0,0,0,0,-0.006,-0.006,-0.006,0.006,0,0,,0,0,-0.006,0,0,0,0,0,0,,,
289,1,0,0,1,1,0,1,1,1,1,1,1,9251.5,-0.001,0,0,0.014,0.014,0,-0.012,-0.012,-0.012,-0.001,0.014,0,,0,0.001,0.001,0,0,-0.014,0,0,0,,,
290,1,1,0,1,1,1,1,1,1,1,1,1,9239.2,-0.005,-0.005,0,-0.01,-0.01,-0.01,-0.045,-0.045,-0.045,-0.005,-0.01,0,,0,0,0.005,0,0,0,0,0,0,,,
291,1,0,0,1,0,1,1,0,1,1,1,1,9196.55,0.02,0,0,-0.006,0,-0.006,-0.035,0,-0.035,0.02,-0.006,0,,0,-0.02,-0.02,0,0.007,0,0,0.036,0,,,
292,1,0,1,1,1,1,1,1,1,1,1,1,9383.55,-0.026,0,-0.026,-0.06,-0.06,-0.06,-0.034,-0.034,-0.034,-0.026,-0.06,0,,0,0.026,0,0,0,0,0,0,0,,,
293,0,0,1,1,0,1,1,0,1,1,0,1,9142.75,0,0,-0.001,-0.029,0,-0.029,-0.004,0,-0.004,-0.001,0,0,,0.001,0.001,0,0,0.03,0,0,0.004,0,,,
294,1,0,1,1,1,1,1,1,1,1,1,1,9136.85,-0.034,0,-0.034,-0.008,-0.008,-0.008,-0.011,-0.011,-0.011,-0.034,-0.008,0,,0,0.036,0,0,0,0,0,0,0,,,
295,0,0,1,0,0,1,0,0,1,1,1,1,8823.25,0,0,0.006,0,0,0.032,0,0,0.023,0.006,0.032,0,,-0.006,-0.006,0,-0.031,-0.031,0,-0.023,-0.023,0,,,
296,0,1,1,1,1,1,1,1,1,1,1,1,8879.1,0,0.021,0.021,0.018,0.018,0.018,0.049,0.049,0.049,0.021,0.018,0,,-0.021,0,0,0,0,0,0,0,0,,,
297,0,1,0,0,1,1,0,1,1,1,1,1,9066.55,0,0.004,0,0,-0.004,-0.004,0,0.047,0.047,0.004,-0.004,0,,-0.004,0,-0.004,0.004,0,0,-0.045,0,0,,,
298,1,1,1,1,1,1,0,1,1,1,1,1,9106.25,-0.007,-0.007,-0.007,0.023,0.023,0.023,0,0.052,0.052,-0.007,0.023,0,,0,0,0,0,0,0,-0.049,0,0,,,
299,0,1,0,0,1,0,0,1,1,1,0,1,9039.25,0,-0.001,0,0,0.05,0,0,0.087,0.087,-0.001,0,0,,0.001,0,0.001,-0.048,0,-0.048,-0.08,0,0,,,
300,1,0,0,1,0,0,1,0,1,1,1,1,9029.05,0.032,0,0,0.061,0,0,0.105,0,0.105,0.032,0.061,0,,0,-0.031,-0.031,0,-0.058,-0.058,0,-0.095,0,,,
301,1,0,1,1,0,1,1,0,1,1,0,1,9314.95,0.019,0,0.019,0.055,0,0.055,0.08,0,0.08,0.019,0,0,,0,-0.018,0,0,-0.052,0,0,-0.074,0,,,
302,1,1,1,1,1,1,1,1,1,1,0,1,9490.1,0.01,0.01,0.01,0.052,0.052,0.052,0.057,0.057,0.057,0.01,0,0,,0,0,0,0,0,0,0,0,0,,,
303,1,0,1,1,0,1,1,0,1,1,0,1,9580.3,0.026,0,0.026,0.05,0,0.05,0.059,0,0.059,0.026,0,0,,0,-0.025,0,0,-0.048,0,0,-0.055,0,,,
304,0,1,1,0,1,1,0,1,1,1,0,1,9826.15,0,0.016,0.016,0,0.021,0.021,0,0.035,0.035,0.016,0,0,,-0.015,0,0,-0.02,0,0,-0.034,0,0,,,
305,0,1,1,0,1,1,0,1,1,1,1,1,9979.1,0,0.008,0.008,0,0.016,0.016,0,0.007,0.007,0.008,0.016,0,,-0.008,0,0,-0.016,0,0,-0.007,0,0,,,
306,1,1,0,1,1,1,1,1,1,1,1,1,10061.55,-0.003,-0.003,0,0.011,0.011,0.011,0.005,0.005,0.005,-0.003,0.011,0,,0,0,0.003,0,0,0,0,0,0,,,
307,0,1,1,1,1,1,1,1,1,1,1,1,10029.1,0,0.011,0.011,0.002,0.002,0.002,-0.013,-0.013,-0.013,0.011,0.002,0,,-0.011,0,0,0,0,0,0,0,0,,,
308,0,1,1,0,1,1,0,1,1,1,1,1,10142.15,0,0.002,0.002,0,-0.003,-0.003,0,-0.017,-0.017,0.002,-0.003,0,,-0.002,0,0,0.003,0,0,0.017,0,0,,,
309,1,1,1,1,1,1,1,1,1,1,1,1,10167.45,-0.012,-0.012,-0.012,-0.026,-0.026,-0.026,-0.035,-0.035,-0.035,-0.012,-0.026,0,,0,0,0,0,0,0,0,0,0,,,
310,1,0,0,1,0,0,1,0,1,1,1,1,10046.65,0.007,0,0,-0.007,0,0,-0.013,0,-0.013,0.007,-0.007,0,,0,-0.007,-0.007,0,0.007,0.007,0,0.013,0,,,
311,1,1,0,1,1,0,1,1,1,1,1,1,10116.15,-0.021,-0.021,0,-0.03,-0.03,0,-0.023,-0.023,-0.023,-0.021,-0.03,0,,0,0,0.022,0,0,0.031,0,0,0,,,
312,1,0,1,1,0,1,1,1,1,1,1,1,9902,0.007,0,0.007,0.001,0,0.001,0.019,0.019,0.019,0.007,0.001,0,,0,-0.007,0,0,-0.001,0,0,0,0,,,
313,1,1,1,1,1,1,1,1,1,1,1,1,9972.9,-0.016,-0.016,-0.016,-0.009,-0.009,-0.009,0.027,0.027,0.027,-0.016,-0.009,0,,0,0,0,0,0,0,0,0,0,,,
314,0,0,1,0,0,1,0,0,1,1,1,1,9813.7,0,0,0.01,0,0,0.028,0,0,0.051,0.01,0.028,0,,-0.01,-0.01,0,-0.028,-0.028,0,-0.048,-0.048,0,,,
315,1,0,1,1,0,1,1,1,1,1,1,1,9914,-0.003,0,-0.003,0.033,0,0.033,0.056,0.056,0.056,-0.003,0.033,0,,0,0.003,0,0,-0.032,0,0,0,0,,,
316,0,1,1,1,1,1,1,1,1,1,1,1,9881.15,0,0.021,0.021,0.044,0.044,0.044,0.043,0.043,0.043,0.021,0.044,0,,-0.021,0,0,0,0,0,0,0,0,,,
317,1,1,1,1,1,1,1,1,1,1,1,1,10091.65,0.015,0.015,0.015,0.038,0.038,0.038,0.02,0.02,0.02,0.015,0.038,0,,0,0,0,0,0,0,0,0,0,,,
318,0,1,1,0,1,1,0,1,1,1,1,1,10244.4,0,0.007,0.007,0,0.006,0.006,0,0.014,0.014,0.007,0.006,0,,-0.006,0,0,-0.006,0,0,-0.013,0,0,,,
319,0,1,0,1,1,0,1,1,1,1,1,1,10311.2,0,0.015,0,-0.002,-0.002,0,0,0,0,0.015,-0.002,0,,-0.015,0,-0.015,0,0,0.002,0,0,0,,,
320,1,1,1,1,1,1,1,1,1,1,1,1,10471,-0.016,-0.016,-0.016,-0.008,-0.008,-0.008,-0.016,-0.016,-0.016,-0.016,-0.008,0,,0,0,0,0,0,0,0,0,0,,,
321,1,1,1,1,1,1,1,1,1,1,1,1,10305.3,-0.002,-0.002,-0.002,0.001,0.001,0.001,0.012,0.012,0.012,-0.002,0.001,0,,0,0,0,0,0,0,0,0,0,,,
322,1,1,0,1,1,0,1,1,1,1,1,1,10288.9,0.009,0.009,0,0.001,0.001,0,0.026,0.026,0.026,0.009,0.001,0,,0,0,-0.009,0,0,-0.001,0,0,0,,,
323,1,0,0,1,0,1,1,1,1,1,1,1,10383,-0.007,0,0,0.005,0,0.005,0.022,0.022,0.022,-0.007,0.005,0,,0,0.007,0.007,0,-0.005,0,0,0,0,,,
324,1,1,0,1,1,0,1,1,1,1,0,1,10312.4,-0.001,-0.001,0,0.023,0.023,0,0.044,0.044,0.044,-0.001,0,0,,0,0,0.001,0,0,-0.023,0,0,0,,,
325,1,0,1,1,1,1,1,1,1,1,1,1,10302.1,0.012,0,0.012,0.03,0.03,0.03,0.048,0.048,0.048,0.012,0.03,0,,0,-0.012,0,0,0,0,0,0,0,,,
326,0,0,1,1,0,1,1,1,1,1,1,1,10430.05,0,0,0.012,0.032,0,0.032,0.026,0.026,0.026,0.012,0.032,0,,-0.012,-0.012,0,0,-0.031,0,0,0,0,,,
327,0,0,1,0,0,1,0,1,1,1,1,1,10551.7,0,0,0.005,0,0,0.023,0,0.025,0.025,0.005,0.023,0,,-0.005,-0.005,0,-0.023,-0.023,0,-0.024,0,0,,,
328,1,0,1,1,0,1,1,0,1,1,1,1,10607.35,0.015,0,0.015,0.009,0,0.009,0.015,0,0.015,0.015,0.009,0,,0,-0.015,0,0,-0.009,0,0,-0.015,0,,,
329,0,1,1,0,1,1,1,1,1,1,1,1,10763.65,0,0.003,0.003,0,0.005,0.005,0.004,0.004,0.004,0.003,0.005,0,,-0.003,0,0,-0.005,0,0,0,0,0,,,
330,0,1,1,0,1,1,0,1,1,1,1,1,10799.65,0,-0.009,-0.009,0,-0.003,-0.003,0,-0.018,-0.018,-0.009,-0.003,0,,0.009,0,0,0.003,0,0,0.018,0,0,,,
331,0,1,1,0,1,1,1,1,1,1,1,1,10705.75,0,0.01,0.01,0,0.009,0.009,-0.008,-0.008,-0.008,0.01,0.009,0,,-0.01,0,0,-0.009,0,0,0,0,0,,,
332,0,1,1,0,1,1,0,1,1,1,1,1,10813.45,0,-0.004,-0.004,0,-0.019,-0.019,0,-0.007,-0.007,-0.004,-0.019,0,,0.004,0,0,0.019,0,0,0.007,0,0,,,
333,1,1,0,1,1,0,1,1,1,1,1,1,10768.05,0.003,0.003,0,-0.014,-0.014,0,0.012,0.012,0.012,0.003,-0.014,0,,0,0,-0.003,0,0,0.014,0,0,0,,,
334,1,1,0,1,1,1,1,1,1,1,1,1,10802.7,-0.018,-0.018,0,-0.006,-0.006,-0.006,0.02,0.02,0.02,-0.018,-0.006,0,,0,0,0.018,0,0,0,0,0,0,,,
335,1,1,1,1,1,1,1,1,1,1,1,1,10607.35,0.001,0.001,0.001,0.028,0.028,0.028,0.052,0.052,0.052,0.001,0.028,0,,0,0,0,0,0,0,0,0,0,,,
336,1,1,1,1,1,1,1,1,1,1,1,1,10618.2,0.011,0.011,0.011,0.038,0.038,0.038,0.048,0.048,0.048,0.011,0.038,0,,0,0,0,0,0,0,0,0,0,,,
337,1,0,1,1,0,1,1,0,1,1,1,1,10739.95,0.015,0,0.015,0.039,0,0.039,0.044,0,0.044,0.015,0.039,0,,0,-0.015,0,0,-0.038,0,0,-0.042,0,,,
338,1,0,1,1,1,1,1,1,1,1,1,1,10901.7,0.011,0,0.011,0.021,0.021,0.021,0.027,0.027,0.027,0.011,0.021,0,,0,-0.011,0,0,0,0,0,0,0,,,
339,1,1,1,1,1,1,1,1,1,1,1,1,11022.2,0.013,0.013,0.013,0.018,0.018,0.018,0.01,0.01,0.01,0.013,0.018,0,,0,0,0,0,0,0,0,0,0,,,
340,1,1,1,1,1,1,1,1,1,1,1,1,11162.25,-0.003,-0.003,-0.003,0.003,0.003,0.003,0.012,0.012,0.012,-0.003,0.003,0,,0,0,0,0,0,0,0,0,0,,,
341,0,1,1,0,1,1,0,1,1,1,1,1,11132.6,0,0.007,0.007,0,0,0,0,0.006,0.006,0.007,0,0,,-0.007,0,0,0,0,0,-0.006,0,0,,,
342,1,1,1,1,1,1,1,1,1,1,1,1,11215.45,-0.002,-0.002,-0.002,0.008,0.008,0.008,-0.01,-0.01,-0.01,-0.002,0.008,0,,0,0,0,0,0,0,0,0,0,,,
343,1,1,1,1,1,1,1,1,1,1,1,1,11194.15,-0.006,-0.006,-0.006,0.001,0.001,0.001,-0.011,-0.011,-0.011,-0.006,0.001,0,,0,0,0,0,0,0,0,0,0,,,
344,1,1,0,1,1,0,1,1,1,1,1,1,11131.8,0.015,0.015,0,-0.003,-0.003,0,-0.022,-0.022,-0.022,0.015,-0.003,0,,0,0,-0.015,0,0,0.003,0,0,0,,,
345,0,1,0,0,1,1,0,1,1,1,1,1,11300.55,0,-0.009,0,0,-0.02,-0.02,0,-0.018,-0.018,-0.009,-0.02,0,,0.009,0,0.009,0.021,0,0,0.019,0,0,,,
346,1,1,1,1,1,1,1,1,1,1,1,1,11202.85,-0.009,-0.009,-0.009,-0.028,-0.028,-0.028,-0.009,-0.009,-0.009,-0.009,-0.028,0,,0,0,0,0,0,0,0,0,0,,,
347,1,1,1,1,1,1,1,1,1,1,1,1,11102.15,-0.003,-0.003,-0.003,-0.001,-0.001,-0.001,0.009,0.009,0.009,-0.003,-0.001,0,,0,0,0,0,0,0,0,0,0,,,
348,1,0,0,1,0,0,1,0,1,1,1,1,11073.45,-0.016,0,0,0.003,0,0,0.013,0,0.013,-0.016,0.003,0,,0,0.017,0.017,0,-0.003,-0.003,0,-0.013,0,,,
349,1,0,0,1,1,1,1,1,1,1,1,1,10891.6,0.019,0,0,0.028,0.028,0.028,0.035,0.035,0.035,0.019,0.028,0,,0,-0.018,-0.018,0,0,0,0,0,0,,,
350,1,1,0,1,1,1,1,1,1,1,1,1,11095.25,0.001,0.001,0,0.011,0.011,0.011,0.02,0.02,0.02,0.001,0.011,0,,0,0,-0.001,0,0,0,0,0,0,,,
351,1,1,0,1,1,1,1,1,1,1,1,1,11101.65,0.009,0.009,0,0.015,0.015,0.015,0.019,0.019,0.019,0.009,0.015,0,,0,0,-0.009,0,0,0,0,0,0,,,
352,0,0,1,0,1,1,0,1,1,1,1,1,11200.15,0,0,0.001,0,0.011,0.011,0,0.009,0.009,0.001,0.011,0,,-0.001,-0.001,0,-0.011,0,0,-0.009,0,0,,,
353,1,0,1,1,1,1,1,1,1,1,1,1,11214.05,0.005,0,0.005,0.008,0.008,0.008,-0.003,-0.003,-0.003,0.005,0.008,0,,0,-0.005,0,0,0,0,0,0,0,,,
354,1,0,1,1,0,1,1,1,1,1,1,1,11270.15,0.005,0,0.005,0.003,0,0.003,-0.002,-0.002,-0.002,0.005,0.003,0,,0,-0.005,0,0,-0.003,0,0,0,0,,,
355,1,0,1,1,1,1,1,1,1,1,1,1,11322.5,-0.001,0,-0.001,-0.013,-0.013,-0.013,0.006,0.006,0.006,-0.001,-0.013,0,,0,0.001,0,0,0,0,0,0,0,,,
356,0,1,1,0,1,1,0,1,1,1,1,1,11308.4,0,-0.001,-0.001,0,-0.005,-0.005,0,0.009,0.009,-0.001,-0.005,0,,0.001,0,0,0.005,0,0,-0.009,0,0,,,
357,0,1,0,1,1,1,1,1,1,1,1,1,11300.45,0,-0.011,0,0.008,0.008,0.008,0.001,0.001,0.001,-0.011,0.008,0,,0.011,0,0.011,0,0,0,0,0,0,,,
358,0,1,0,1,1,0,1,1,0,1,1,1,11178.4,0,0.006,0,0.021,0.021,0,0.017,0.017,0,0.006,0.021,0,,-0.006,0,-0.006,0,0,-0.02,0,0,-0.017,,,
359,0,1,0,0,1,0,1,1,0,1,1,1,11247.1,0,0.012,0,0,0.006,0,0.02,0.02,0,0.012,0.006,0,,-0.012,0,-0.012,-0.006,0,-0.006,0,0,-0.019,,,
360,1,1,0,1,1,0,1,1,0,1,1,1,11385.35,0.002,0.002,0,-0.001,-0.001,0,0.008,0.008,0,0.002,-0.001,0,,0,0,-0.002,0,0,0.001,0,0,-0.008,,,
361,1,0,0,1,1,0,1,0,0,1,1,1,11408.4,-0.008,0,0,0.005,0.005,0,0.012,0,0,-0.008,0.005,0,,0,0.009,0.009,0,0,-0.005,0,-0.012,-0.012,,,
362,0,0,0,1,0,0,1,0,1,1,1,1,11312.2,0,0,0,0.014,0,0,0.022,0,0.022,0.005,0.014,0,,-0.005,-0.005,-0.005,0,-0.014,-0.014,0,-0.021,0,,,
363,1,0,1,1,0,1,1,0,1,1,1,1,11371.6,0.008,0,0.008,0.016,0,0.016,0.024,0,0.024,0.008,0.016,0,,0,-0.008,0,0,-0.015,0,0,-0.024,0,,,
364,1,0,1,1,0,1,1,0,1,1,1,1,11466.45,0.001,0,0.001,0.008,0,0.008,-0.007,0,-0.007,0.001,0.008,0,,0,-0.001,0,0,-0.008,0,0,0.007,0,,,
365,0,0,1,0,0,1,1,1,1,1,1,1,11472.25,0,0,0.007,0,0,0.015,0,0,0,0.007,0.015,0,,-0.007,-0.007,0,-0.015,-0.015,0,0,0,0,,,
366,0,0,1,0,1,1,1,1,1,1,1,1,11549.6,0,0,0.001,0,-0.014,-0.014,-0.001,-0.001,-0.001,0.001,-0.014,0,,-0.001,-0.001,0,0.014,0,0,0,0,0,,,
367,0,1,1,0,1,1,0,1,1,1,1,1,11559.25,0,0.008,0.008,0,-0.008,-0.008,0,-0.003,-0.003,0.008,-0.008,0,,-0.008,0,0,0.008,0,0,0.003,0,0,,,
368,0,1,1,0,1,1,0,1,1,1,1,1,11647.6,0,-0.022,-0.022,0,-0.01,-0.01,0,-0.027,-0.027,-0.022,-0.01,0,,0.023,0,0,0.01,0,0,0.028,0,0,,,
369,0,1,1,1,1,1,1,1,1,1,1,1,11387.5,0,0.007,0.007,0.012,0.012,0.012,-0.003,-0.003,-0.003,0.007,0.012,0,,-0.007,0,0,0,0,0,0,0,0,,,
370,0,1,1,1,1,1,1,1,1,1,1,1,11470.25,0,0.006,0.006,-0.012,-0.012,-0.012,-0.013,-0.013,-0.013,0.006,-0.012,0,,-0.006,0,0,0,0,0,0,0,0,,,
371,1,1,1,1,1,1,1,1,1,1,1,1,11535,-0.001,-0.001,-0.001,-0.016,-0.016,-0.016,-0.022,-0.022,-0.022,-0.001,-0.016,0,,0,0,0,0,0,0,0,0,0,,,
372,1,1,1,1,1,1,1,1,1,1,1,1,11527.45,-0.017,-0.017,-0.017,-0.018,-0.018,-0.018,-0.007,-0.007,-0.007,-0.017,-0.018,0,,0,0,0,0,0,0,0,0,0,,,
373,1,1,1,1,1,1,1,1,1,1,1,1,11333.85,0.002,0.002,0.002,-0.005,-0.005,-0.005,0.012,0.012,0.012,0.002,-0.005,0,,0,0,0,0,0,0,0,0,0,,,
374,1,1,1,1,1,1,1,1,1,1,1,1,11355.05,-0.003,-0.003,-0.003,0.008,0.008,0.008,0.007,0.007,0.007,-0.003,0.008,0,,0,0,0,0,0,0,0,0,0,,,
375,1,1,1,1,1,1,1,1,1,1,1,1,11317.35,-0.003,-0.003,-0.003,0.013,0.013,0.013,0.018,0.018,0.018,-0.003,0.013,0,,0,0,0,0,0,0,0,0,0,,,
376,1,1,0,1,1,0,1,1,1,1,1,1,11278,0.015,0.015,0,0.014,0.014,0,0.029,0.029,0.029,0.015,0.014,0,,0,0,-0.015,0,0,-0.014,0,0,0,,,
377,1,1,0,1,1,0,1,1,1,1,1,1,11449.25,0.001,0.001,0,0.006,0.006,0,0.006,0.006,0.006,0.001,0.006,0,,0,0,-0.001,0,0,-0.006,0,0,0,,,
378,1,1,1,1,1,1,1,1,1,1,1,1,11464.45,-0.002,-0.002,-0.002,0.012,0.012,0.012,0.004,0.004,0.004,-0.002,0.012,0,,0,0,0,0,0,0,0,0,0,,,
379,1,1,1,1,1,1,1,1,1,1,1,1,11440.05,0.007,0.007,0.007,0.007,0.007,0.007,-0.017,-0.017,-0.017,0.007,0.007,0,,0,0,0,0,0,0,0,0,0,,,
380,1,0,1,1,0,1,1,0,1,1,1,1,11521.8,0.007,0,0.007,-0.001,0,-0.001,-0.032,0,-0.032,0.007,-0.001,0,,0,-0.007,0,0,0.001,0,0,0.033,0,,,
381,1,0,1,1,1,1,1,1,1,1,1,1,11604.55,-0.008,0,-0.008,-0.031,-0.031,-0.031,-0.041,-0.041,-0.041,-0.008,-0.031,0,,0,0.008,0,0,0,0,0,0,0,,,
382,1,1,1,1,1,1,1,1,1,1,1,1,11516.1,-0.001,-0.001,-0.001,-0.031,-0.031,-0.031,-0.062,-0.062,-0.062,-0.001,-0.031,0,,0,0,0,0,0,0,0,0,0,,,
383,1,1,0,1,1,0,1,1,0,1,1,1,11504.95,-0.022,-0.022,0,-0.032,-0.032,0,-0.04,-0.04,0,-0.022,-0.032,0,,0,0,0.023,0,0,0.034,0,0,0.041,,,
384,0,1,0,0,1,0,0,1,1,1,1,1,11250.55,0,-0.009,0,0,-0.04,0,0,-0.002,-0.002,-0.009,-0.04,0,,0.009,0,0.009,0.041,0,0.041,0.002,0,0,,,
385,0,1,0,1,1,0,1,1,1,1,1,1,11153.65,0,-0.002,0,-0.009,-0.009,0,0.006,0.006,0.006,-0.002,-0.009,0,,0.002,0,0.002,0,0,0.009,0,0,0,,,
386,1,0,0,1,1,0,1,0,1,1,1,1,11131.85,-0.029,0,0,0.009,0.009,0,0.01,0,0.01,-0.029,0.009,0,,0,0.03,0.03,0,0,-0.009,0,-0.01,0,,,
387,1,0,0,1,0,0,1,0,1,1,1,1,10805.55,0.023,0,0,0.039,0,0,0.057,0,0.057,0.023,0.039,0,,0,-0.022,-0.022,0,-0.037,-0.037,0,-0.054,0,,,
